Gender,Height
0,161.7087798788858
1,169.38085419607944
0,164.75211919093024
0,157.11548172168798
0,155.5079266432582
1,162.45959585753252
0,153.3988339648968
0,169.15729382927177
0,165.89720060360642
1,157.65412173947647
0,151.43432735454562
0,166.76936187082705
0,159.4273007737369
0,166.1890815598673
1,152.02786170602818
0,157.00312488523113
1,160.0262184985909
1,160.23490296882372
1,157.74967264260377
0,163.1142496617375
1,154.66189785308703
0,159.28810257489354
1,160.6014781585595
1,162.57219417029376
1,163.55807439044446
1,154.37678954081065
1,152.3294291463219
1,166.38838410949253
1,161.66157005989797
1,156.25756731721722
0,167.7557598776126
0,160.5783731714643
1,165.89648592031912
1,160.33759240705055
1,170.30373962440993
0,168.77670421221603
1,158.75517925760462
0,164.85785475477178
0,163.22687974792575
0,166.84315778766174
0,155.17538269709948
0,163.4302572999922
1,165.29212243424794
1,151.20630256788442
1,154.08370743667112
1,149.8038391111995
1,158.65296582777722
0,163.5877112789798
1,167.51178526048014
1,160.37047390209887
0,168.14307772785645
1,153.09949270892554
0,151.48308780322424
1,159.7222615055169
0,161.92032724469652
1,159.83652625952953
1,149.66278949980062
0,159.55439980243605
0,153.47765249747573
0,163.3483627441502
0,161.83299123048425
0,155.30060106836322
0,157.43066541331652
0,154.70393239055525
0,159.68660451363414
1,164.7757116025062
1,155.07136976832228
0,162.5202325775892
1,157.3487119081378
1,156.03563583868828
1,159.4648482002272
1,154.82378838790314
0,157.2317534732641
1,154.01061053705575
0,169.82362566458195
1,160.17631775985865
1,156.50137246003706
1,161.06989955367112
0,159.43835975154585
1,158.89515200233387
0,163.07083350021713
1,163.78753855023652
0,157.34749426194736
1,157.1209087967766
0,158.62474151424178
0,148.49039417632207
1,152.42404468900725
0,166.83437133722262
1,168.22483856750642
1,158.75481980221812
1,162.88278481527882
1,161.55625077271768
1,175.3944040422762
1,165.59787455717287
1,159.36041204259618
1,155.22229779699788
1,151.96776839871214
1,161.01731817933612
1,156.21824627357847
0,152.88873145201163
0,156.76713557878736
1,154.59225998192804
1,168.43570817536283
1,164.40819878474724
1,159.96013679341692
1,167.39972069445014
1,160.3868415382381
1,155.69357899335867
1,167.6156203863483
0,162.6945502184233
1,154.8137692283677
0,159.04830660958197
1,155.62190873307622
1,153.08600134517832
0,164.6308877376582
1,169.54708320235065
0,153.0071621309043
1,162.81484618345286
1,156.74678715439086
0,157.5643730811765
1,157.03803037880564
0,155.68004615160092
1,160.24260813972413
0,155.8452494179448
0,161.35228412889919
1,159.7488094527543
1,158.80525976566796
0,155.462181689792
1,157.11614334715833
1,163.7769561291288
1,162.5045859381219
0,155.11222377600726
0,160.49666152714613
0,163.75693561685895
0,151.65297359439313
0,162.71680096189968
0,156.68688120527077
0,162.8529933429658
0,156.1837042172874
0,150.9755894966774
1,151.86228781058418
0,160.24042473330692
1,161.29861250860742
1,155.47841687447794
1,163.19296229388686
0,151.6923996886552
0,159.66960100676343
0,153.9449190011877
0,156.7408194609892
1,160.23699335658208
0,155.69793317358022
0,158.07722227885088
0,165.03146404607222
0,157.11554065238425
0,164.1784605603257
1,154.35146572671192
0,162.6490208895764
1,167.2078431032895
0,147.64177749936354
1,156.01552372264763
0,162.8853606359027
0,158.98477306978504
1,161.85572936685654
1,156.98007406642088
1,160.4329489373645
0,159.2216138230396
1,165.83891030829903
0,161.27210421650608
0,161.68801331037602
1,157.94061516938766
1,157.56196887963753
0,157.8372090609019
0,161.9722607118915
1,157.8950775958987
1,161.44887428448206
1,170.3770039932272
0,164.35562351715845
0,158.3698823391608
0,166.00606961081974
0,157.95962313489224
0,149.80937732411073
0,154.95956844541297
1,150.6460403948707
0,158.24243257979344
0,160.09209189594776
0,168.38218656137641
1,161.63463686882082
0,158.90449735595567
0,164.14702790591744
1,148.94432345496057
0,161.17807279054284
0,163.85432596943483
0,152.60706877110078
0,165.71877021603464
0,161.69248203747208
1,157.923560430496
1,163.16390933053142
1,171.35346428902199
0,160.9093312752925
0,161.24110293150167
0,157.70319550229877
1,155.75077815267605
0,164.15167908272122
0,155.71958087045567
1,160.35783118609697
0,157.6117127661744
1,162.39489912873196
1,161.66831052643474
1,165.1876997212895
0,157.44991800572626
0,158.65062532353315
0,155.10618142108845
0,157.77853369961943
0,161.88650246522425
0,163.78494308322675
0,155.38917337911187
1,164.3480296005283
0,166.77818929402474
1,162.0671745161185
0,169.38397906279033
0,156.13105400448214
0,153.77672648344293
1,151.1063987554786
1,167.4802215574459
1,163.2718282817703
1,159.72207664544771
0,161.3998431315991
1,154.3725547635081
0,172.22875989808412
0,160.64610590987613
1,160.54697397302448
1,163.62883311949346
1,162.40504615868358
1,161.11942012139565
1,156.04762772277343
1,162.35734178567998
1,169.41012248237516
1,166.72710023077488
0,167.96593313319698
1,157.44392161784407
1,155.0519758987071
0,159.37106539950176
1,160.27862456144348
0,165.47095759235475
0,151.5376768514259
1,167.64775159730306
0,159.20996050710505
0,157.8655946502629
0,154.93947812369916
0,151.72571664067115
1,164.11585291980958
0,160.36658983594202
1,153.55019550129472
0,153.5246061396819
0,158.32107650354936
0,168.34510762644697
0,158.70204324318198
1,152.48428523440947
1,158.77128467957027
0,158.63638215126164
0,146.51556678529215
1,159.72852566741093
0,158.8453273489566
0,163.4810318240671
0,169.24478047472672
1,165.6328251477388
1,158.65555654722584
1,154.46737045629166
0,172.8667990162493
0,160.29609217007246
1,160.06964645956472
1,159.87937456445
1,160.99042380383926
1,159.2781979403803
0,157.1316899655988
1,157.26570529379805
0,159.83623364892
1,157.28287614433117
0,156.43577108661418
1,160.53215113845948
1,158.72511391289572
1,167.51996494291345
1,146.74515095803494
0,165.45753425961232
1,166.23042596248814
0,149.63304883795925
0,158.28656202959826
0,158.14279567002103
0,152.96244152641088
1,156.11091656204562
0,154.44712077267084
0,168.76135221711812
0,164.67839196573732
1,166.3577754749708
1,163.60836032021618
1,154.35474114391386
1,157.37739866860113
0,162.4468728061396
0,153.88936095554027
1,163.56499215086194
0,158.7983730092093
0,158.125895962252
0,163.55479984101746
1,162.2213165574302
1,158.1951691709046
0,165.79664901682125
1,154.59468336200052
1,163.07967803472133
1,162.96550628984193
1,158.45226780343006
1,161.6306651112106
0,153.7444321180735
1,164.62013509603452
0,159.07548931778504
0,157.3863848974048
1,165.24504612918446
0,156.4782815472862
0,152.9576935181822
0,152.2168541323805
1,163.0300497567282
1,153.5978532375186
0,168.77397090992181
1,149.59035296058138
1,168.4822818414502
1,161.0550873360131
1,159.51643444064803
0,157.27540456595526
0,161.99568057176035
1,159.81182648787575
1,165.51650941008262
0,160.5711382433102
0,160.7515088073094
1,158.18193893893073
0,159.71527188139467
1,161.53900884446028
1,151.44915803671688
0,153.25907288947144
0,163.71632047011357
1,160.8543271906397
1,159.0800833182366
0,160.09216966532696
1,161.73790852680835
0,157.3012015984532
1,156.10847637298843
0,160.9792262754884
0,155.10813611192484
0,162.04126377857236
1,151.4870819788108
1,165.1457781866282
0,162.36298741206522
1,161.28014867156938
0,164.91345491972757
0,168.32737222231287
1,165.07185032509065
1,150.79562884334177
0,153.60211516632148
1,156.8759071115216
1,160.13045525105417
0,162.58829510234563
0,156.37128093423266
1,160.9338338223854
0,156.22308533823337
0,156.94241098504025
1,152.9666945157589
0,155.3838337694455
0,153.24157697191833
1,155.12063373511333
1,165.2682089830392
0,155.25300555584028
0,173.16191032418695
1,162.46658950440445
1,160.92418061847437
1,155.70821109909394
1,163.50154939704495
0,157.12181086881114
1,160.6100490732268
1,172.80042269134398
0,159.51970050137675
1,165.74636663142837
0,156.48411787437055
1,159.8250575475152
1,168.85400317817755
1,156.86516471106117
0,169.06224278998465
0,163.53875967727737
1,157.18766612052866
0,163.1620386952776
0,164.86277224813364
0,163.10904981108598
0,152.14887640054772
0,156.36431412087566
0,158.76240682224247
1,159.62783285449976
1,163.10336048775338
0,160.88850500466626
1,153.3232782064495
1,161.90098925502983
1,163.0529287264191
1,162.7989522396552
0,165.4039036277731
1,164.16961077274453
1,162.29590039614217
0,159.64917144270677
0,151.69519533242004
1,162.14809109566292
1,161.03843843581555
1,161.35789418597687
1,153.61625712089844
1,154.59471729795868
1,165.26576426666452
0,159.80222423071672
1,163.40750348686313
1,160.1415918806523
0,160.1487806974787
0,164.69141902988
0,157.41977635891314
0,160.48060388470492
1,157.6886235564748
1,157.82751886283842
1,158.4541393826568
1,161.11066885816857
1,157.60625689168262
1,166.2787806278676
0,155.52696348890248
1,159.06564177919321
0,157.80134470862913
0,167.23488942176866
1,160.98277388255786
0,165.15922269734318
1,152.57219813481515
0,161.3352513293463
1,164.44815397811718
0,160.41141994637712
1,165.32740187532676
1,157.41355774949815
1,167.0467372009279
1,171.49449061809625
1,158.1858071978017
0,157.77248739299614
0,167.26692238558851
0,167.89786072865357
1,157.38569986423366
0,157.89906591452072
1,158.59107695569747
1,153.2777474448286
0,155.406740267579
0,154.97929616623966
1,156.16101217447937
0,159.8265755630661
1,161.1710736626826
1,167.75250246407037
1,155.00822979630604
1,164.9216119923829
1,158.93005577887246
0,159.75268145173783
0,163.374097460833
1,154.3863898921885
1,161.91204873092025
0,160.83226104106527
0,162.46225632004075
1,161.44584321953909
0,172.27650069955448
1,156.81130007874341
0,157.3450152249909
1,156.88429736787617
0,157.22261440419874
1,156.81306436346742
0,165.94508265553776
0,167.10252123994928
1,157.14626853125262
0,155.83822213447885
1,162.35707778193202
0,157.23888477859515
1,163.16465908877757
0,161.0146151042565
1,152.42127942501384
0,167.7375260066503
1,168.9793883654776
0,156.93605654757806
1,158.0614922003201
1,161.42932695362452
1,161.67228394993512
0,163.29272136336417
1,170.05102269383175
0,159.11526386252976
1,156.00851377730774
0,153.10340385992737
1,156.3453498002904
0,159.834365135631
0,168.97278931758893
1,157.41194350481913
0,161.1189397581945
0,159.91788551963623
1,165.9419663672404
0,172.6346621293681
0,157.3456561353984
0,157.5528027874089
1,165.22080438534536
0,163.40945744813155
1,169.23353662868016
0,179.08749729728174
0,172.4849553644906
0,179.13458381484617
1,182.76092506408037
0,180.74337526838156
0,178.55091821775108
1,182.46672282712407
0,183.1850691331197
1,184.6751129372627
1,179.5409692131275
0,173.830173437782
1,176.02699580503327
0,183.4455627655585
1,169.28145030308934
1,177.5807131621103
0,172.24662831370847
1,175.2012137605437
1,183.9491630382511
1,176.33769347613932
1,175.32505583709303
1,165.48100701314056
0,180.22377496219053
1,179.51838926798752
0,190.1427830631382
1,172.845552355329
0,176.53405229364756
0,176.7456857859753
1,186.0421729583443
1,174.33293127329134
1,176.95315068039238
0,179.25527556801578
1,176.3062638620945
0,171.8749646981463
0,176.35862995028816
0,182.5154222490184
1,167.81439290412257
1,175.93078771902813
0,170.0991542954258
0,183.3653264024739
1,164.33769166651356
0,171.0875470690989
1,177.64048312545165
0,185.9586682046404
1,174.53974817248908
0,171.11360331314762
1,188.16809948608412
0,164.8639026970863
1,159.60835830365943
1,178.08010115037334
0,171.48562042953174
0,167.851370280085
1,179.95849513109548
0,176.7066049963984
1,171.0514495848429
0,166.03786920930375
1,181.107201297961
1,179.55140824571063
1,174.30576895354432
1,187.92645897233365
1,167.50940663571694
1,164.32132380352684
0,170.1566435108313
0,174.6808978855115
0,176.70337614525883
1,173.31134759500569
1,177.46438777560007
1,166.2392240306669
1,185.1063522285128
0,174.42494175125202
0,182.8210708211169
1,177.39907742464393
0,178.1972725340765
0,178.98837096162544
1,178.1339599201212
0,179.4990593190728
1,184.30406771092703
0,176.3756481879103
1,179.9630263031196
1,174.37185013998942
1,185.0808205081463
1,170.2652538855851
0,187.6065830303757
1,174.7188943454896
1,164.98457428517366
1,175.89673090437552
0,170.23263839767583
1,180.88450484292107
0,170.43163214488325
1,171.87671596749655
0,161.77321488338129
0,171.83385576525646
1,158.0328447135973
0,163.91268023559994
1,180.32290259301007
1,180.50060111055583
1,177.97820293249475
0,168.23116699809552
0,174.66602050700615
1,174.97478222636602
1,166.89144717565222
0,185.52378811237006
1,181.1415360340297
1,173.45325078319235
1,175.18820087296172
0,176.45867965563286
0,160.70785592102996
0,173.2697583223558
1,170.2261102640154
1,167.9886599307356
1,173.0322979497983
0,187.58380568794666
1,179.48590002886908
1,171.0017470715204
1,179.0080794694931
1,184.79548805610202
0,181.4724357803894
0,175.41741258944123
1,170.471442556061
0,179.88756319529514
0,177.75439769795224
1,181.26635254019413
1,179.4462026117738
0,182.34686900723534
1,171.25335351907603
0,184.22175845944028
1,176.3831972328468
0,189.52682610837687
1,170.17568527337303
0,187.15174662215674
0,176.38537548423852
0,170.44007397469886
1,171.61279916161976
0,172.75756884263976
0,177.9691616248134
1,178.6598484162485
1,170.98409997242996
0,174.82951785417313
0,189.99589251028306
1,187.092802190705
1,178.0542656877182
1,175.2660243471774
1,175.84021928702782
1,179.29462580911292
0,167.84045204361115
1,173.1983642380366
0,163.31991148285687
0,177.79456185823696
0,179.5303715779192
1,171.61769476390438
0,186.01790734303023
0,166.4196403589836
1,164.74937583853125
0,176.5711627299198
0,182.32968811828508
1,186.7874938402051
0,171.78781015991743
0,182.55076583401907
0,174.73044071349506
1,173.79160890041427
1,181.1856195624067
1,179.56626014889395
0,163.96525490111026
0,185.33578244808126
1,184.66063947903217
0,170.62106108943328
0,177.77062473406187
1,178.45821130397917
1,176.82471636076735
0,171.14786392308207
0,170.29863642443365
0,174.82112150305989
1,183.20910313481556
1,178.80520108216103
1,172.40569967539727
1,180.40189097453842
0,155.06020165558948
1,183.0413599026047
1,162.8220035485533
1,172.46291341017806
1,167.162310737617
1,165.93722966995367
0,183.12578751164963
0,171.72609159081676
1,177.425527172115
0,174.67155594784572
1,178.33928579056186
1,175.53775323742178
0,166.01905443068
0,181.97386773613
1,171.5437039178708
1,164.10392670938174
1,172.00319387323862
0,185.50531853444016
1,180.95155219479446
1,172.559435059145
1,172.555196069771
0,172.74855464147834
1,189.53723588492588
1,177.67354816562087
0,178.0102915303375
1,182.2119841782229
1,176.6715241131856
0,173.18670497925507
1,173.62555105640516
0,174.49879118410155
0,174.73944434443112
1,180.09340680545887
1,175.3636212006511
1,180.12848054050906
1,174.4349839392399
0,175.55044633221263
1,161.01259520827526
0,181.41429372291736
1,177.42541933128595
1,181.98607076901757
1,154.72621235264418
0,189.6186229334651
1,174.0228726029138
1,182.75727971716262
1,167.7206585101213
1,179.28941733543797
0,167.6260910577844
1,170.63361727512935
0,188.3982194770675
0,173.66522319465656
0,176.52203011225805
0,181.0904741148213
0,178.46977321580823
0,176.05293233600503
1,177.5547270172636
0,191.82390909666793
0,174.5966684207649
0,176.40769332700478
1,182.35458077205328
1,182.7386815307059
0,183.30921213892267
1,179.4711115542043
0,166.99896561088661
0,186.43402072610766
1,166.9755822488692
0,177.11844825667322
1,169.7200690498645
1,174.55103157384906
0,177.30133687212435
0,177.24950050815193
1,177.95344527964698
0,186.29597888341053
0,178.17474011059787
0,173.29090355296546
1,181.7486101780185
1,183.32629342247247
0,166.40674529404106
1,179.181800488949
1,179.9082091961763
1,172.91705547648004
1,184.62994769318135
1,173.9496108907723
0,175.8790351743008
0,173.78849723001292
0,175.10905333307028
1,167.32607439173358
1,164.91964382183994
0,186.1615354425748
1,169.0712705617717
0,168.06025355380584
0,159.926269204774
0,170.52726776617348
1,165.7383714461475
1,186.49410612095457
0,182.06871962539844
0,170.18294758375595
0,190.76705063741016
0,181.87235840894115
1,172.72618031543965
1,157.504159995885
0,191.0365980081352
0,165.2729927326548
1,163.48220877130177
1,182.15799302406748
0,192.07826684437492
0,184.68990972957363
0,178.9473638403665
1,179.163280391657
1,180.97390891146216
1,180.31250012850737
0,176.96833996778562
0,175.72940772766313
1,174.56184810470333
1,169.72224787793326
0,173.03527446193257
1,163.1493023006323
1,174.31162261243676
0,168.07986224994357
1,167.2748747794896
0,176.25925905807435
0,184.7440160044122
0,181.4282162420162
0,164.00649577463776
0,168.07260304400765
0,181.5853983159175
0,168.12258824523184
1,173.42756795002083
0,178.85036469317185
0,168.22158881595456
1,175.7376285430217
1,165.66182153557256
1,170.7904264923415
0,177.23847353899777
1,163.8490438652783
0,178.0833231657228
0,174.86253540751323
0,178.86742968092003
0,176.56739893845264
1,184.5489830098169
1,175.87657151853534
0,171.99416121212323
0,175.856082521226
0,178.8030862032547
1,175.34202049227994
0,175.2841418384272
0,170.0860581853527
1,170.35969357714336
1,165.18176309740215
0,187.24703720230858
1,166.292957352261
1,170.14966361542864
0,169.97114914101562
1,181.2644706386111
0,172.9353522519558
1,183.73419450871614
0,170.28556563029292
0,176.9529591355666
0,169.1525706271817
1,190.0160438944137
0,166.6868110667934
1,177.1687449715892
0,179.43643816652468
0,177.8965936821605
1,173.70298638785604
0,174.091255101866
0,175.30668030385377
1,173.97098598860057
0,181.74715381756437
0,190.47366101113946
0,171.09755750494517
0,165.41137914294646
1,174.3820256615412
1,193.05796536358022
0,169.3742780242119
1,186.47381763810847
0,186.7439056985351
1,171.12488230804405
0,178.98288155429694
0,186.39877636189976
0,172.3461058130876
0,173.57493747928348
0,170.92823360235948
0,167.89670288514992
1,170.45505718453796
0,166.4324181326642
1,175.2385842778146
0,169.61018738258952
1,176.63650138253524
1,164.1087304765746
1,177.3161616255012
0,180.83470273126247
0,161.0438505019998
1,177.618395988933
0,183.59368294731306
1,166.53251286916156
0,186.70800670786392
1,177.93313306556232
1,170.06491700969113
0,174.60961645639605
1,178.90828838765205
0,175.53203773988687
1,178.77129194712458
1,168.55528484844444
0,176.18552576825255
0,165.10399852166515
0,174.2214175705591
1,168.67264650974647
0,169.85129040187164
1,183.65265222647307
1,182.63917084415988
0,179.26396684635023
0,167.35381064729194
1,172.78514085213638
1,183.49168389985428
0,175.99201839547933
0,191.23530677987185
0,177.7532248757606
0,176.34434381543022
0,172.8361847505825
1,175.93478633347598
1,173.93271114533619
1,179.95676073682014
1,181.6969162175621
0,169.49807377644436
0,165.68136932509555
0,162.14656238827692
1,178.5559392883878
1,167.2764337567829
0,159.92976584933263
0,177.72005023171675
1,192.45099662202952
1,174.95750361922074
0,180.86943542116148
0,175.57280550983296
1,174.307772427662
0,181.43353538091438
0,172.96807819067945
0,176.87174619850333
1,177.2518846433721
1,170.32336682449866
1,181.94429644675566
1,173.77528170313215
1,169.70978388355007
1,178.75556890499283
1,168.71072412746273
0,175.1972681015839
0,174.93616702349058
0,182.60126896082105
0,178.32288763015967
0,174.824811288784
0,180.724364094402
0,184.7314528431212
1,178.90467214446304
1,175.07246833890366
0,165.8171463735489
0,167.5442043584724
1,172.86342706951731
0,170.73341458488503
0,173.69120087910187
1,175.39654947427974
0,178.70784928049713
1,174.50650855358637
0,178.40551150678343
1,175.45132090367085
1,161.1717340355229
1,168.42465224326872
0,173.9913871099487
1,166.53213680011226
0,179.19950110997343
0,185.7152558264059
0,183.53133296188122
0,173.50589990348854
1,185.43508295794967
1,176.04067220041478
0,172.6403982021737
0,170.70618135521343
1,172.8827121945831
0,172.2827622702114
1,176.1929135566284
0,176.12401786734904
0,175.0213221410739
1,178.05856718822446
0,183.33452392350438
1,181.64687894808927
0,164.60571422085067
0,157.12255205568633
0,181.54023937867493
1,165.43184911109205
0,173.42664218675122
0,166.80920881758448
0,162.38613693693986
0,178.79023909743353
1,180.31408612211854
1,170.96442719491296
0,156.86270395498562
1,171.1762888622326
0,177.74262803781784
0,164.6476190185811
0,176.28351943845408
1,174.89283105578903
1,179.0550404972076
1,175.83706257889907
1,168.18851741382912
1,183.37600051165143
1,173.8902929888112
1,174.80886822343047
1,168.46712428648763
1,171.89702424165944
0,168.8063810018117
1,173.78937758053604
1,186.9819593609964
1,165.3966919994805
1,163.70507021486281
1,185.29819229245527
1,173.53473425993693
1,170.3164908293806
1,182.27933281177255
1,170.76069122184194
1,187.78206799482857
1,179.74548109937487
0,171.58462014298007
0,190.10115749285853
1,170.75999553897663
1,180.19466760406516
0,177.09504806284545
